product_code,is_stockout_sum,total_orders,stockout_rate,total_shortage
411947,696,7702,0.0904,4042.0
412448,25,277,0.0903,85.0
400357,14,155,0.0903,21.0
402843,13,144,0.0903,14.0
408157,27,299,0.0903,44.0
410432,37,410,0.0902,111.0
413611,22,244,0.0902,33.0
416127,10,111,0.0901,19.0
402384,41,455,0.0901,169.0
411591,260,2885,0.0901,1054.0
409446,10,111,0.0901,90.0
404665,47,522,0.09,93.375
412209,132,1468,0.0899,408.0
412060,16,178,0.0899,354.0
417335,17,189,0.0899,25.0
416263,8,89,0.0899,34.0
408051,232,2583,0.0898,369.0
406345,15,167,0.0898,70.0
403508,15,167,0.0898,22.0
407280,30,334,0.0898,39.0
406614,47,524,0.0897,98.0
404704,27,301,0.0897,103.0
417011,98,1092,0.0897,232.0
400980,13,145,0.0897,56.0
416363,135,1505,0.0897,860.0
405062,14,156,0.0897,43.0
415577,6,67,0.0896,23.0
402434,18,201,0.0896,119.0
404828,76,849,0.0895,180.0
402356,16,179,0.0894,34.0
403583,204,2281,0.0894,497.0
404099,230,2572,0.0894,566.0
402130,94,1052,0.0894,632.0
406562,11,123,0.0894,19.0
416411,5,56,0.0893,5.0
401973,10,112,0.0893,13.0
401724,5,56,0.0893,5.0
411548,20,224,0.0893,81.0
413453,5,56,0.0893,14.0
410026,36,403,0.0893,94.0
402805,93,1042,0.0893,252.0
413338,10,112,0.0893,103.0
401802,5,56,0.0893,13.0
416071,10,112,0.0893,67.0
411809,14,157,0.0892,87.0
405645,28,314,0.0892,121.0
408891,146,1638,0.0891,219.0
404229,18,202,0.0891,51.0
417311,22,247,0.0891,33.0
408457,142,1595,0.089,214.0
400497,60,674,0.089,121.0
415019,128,1439,0.089,273.0
405128,13,146,0.089,73.0
401786,8,90,0.0889,14.0
416772,4,45,0.0889,9.0
416155,4,45,0.0889,10.0
401099,57,641,0.0889,285.0
416727,119,1339,0.0889,249.0
413848,4,45,0.0889,4.0
402522,4,45,0.0889,11.0
406583,4,45,0.0889,19.0
406111,4,45,0.0889,12.0
403897,4,45,0.0889,-17.338
400220,16,180,0.0889,35.0
403084,19,214,0.0888,46.0
400972,15,169,0.0888,18.0
401609,42,473,0.0888,192.0
404598,152,1711,0.0888,425.0
411031,664,7479,0.0888,1717.0
407895,30,338,0.0888,31.0
402553,11,124,0.0887,24.0
410353,59,665,0.0887,278.0
409246,11,124,0.0887,22.0
402022,31,350,0.0886,36.0
416732,7,79,0.0886,7.0
402305,57,643,0.0886,94.0
406093,7,79,0.0886,27.0
405653,38,429,0.0886,59.0
412902,100,1129,0.0886,2328.0
416589,108,1220,0.0885,724.0
401180,20,226,0.0885,180.0
401372,77,870,0.0885,289.0
405099,17,192,0.0885,39.0
414575,10,113,0.0885,19.0
402510,10,113,0.0885,10.0
400100,186,2103,0.0884,964.0
417387,58,656,0.0884,124.0
414047,103,1166,0.0883,737.0
405677,64,725,0.0883,80.0
408963,28,317,0.0883,87.0
405835,25,283,0.0883,34.0
400575,734,8311,0.0883,3107.852
405591,82,929,0.0883,144.0
401469,3,34,0.0882,5.0
405503,3,34,0.0882,9.0
411271,3,34,0.0882,6.0
405849,12,136,0.0882,55.0
410524,6,68,0.0882,6.0
402858,3,34,0.0882,6.0
403320,3,34,0.0882,3.0
416653,44,499,0.0882,85.0
402393,21,238,0.0882,134.0
412572,3,34,0.0882,7.2
410831,3,34,0.0882,4.28
414326,3,34,0.0882,27.0
401318,6,68,0.0882,227.0
404260,42,476,0.0882,255.998
408147,17,193,0.0881,20.0
407932,20,227,0.0881,50.0
413705,14,159,0.0881,29.0
402227,17,193,0.0881,62.0
404688,39,443,0.088,88.0
402864,33,375,0.088,233.0
416085,25,284,0.088,287.0
402595,8,91,0.0879,36.0
414558,8,91,0.0879,16.0
411139,8,91,0.0879,9.0
404599,391,4448,0.0879,935.0
413509,280,3186,0.0879,512.0
403115,104,1183,0.0879,400.0
413485,33,376,0.0878,68.0
400153,28,319,0.0878,118.0
408375,23,262,0.0878,38.0
411291,13,148,0.0878,13.0
411238,77,877,0.0878,198.0
404789,5,57,0.0877,8.0
401816,40,456,0.0877,91.0
417022,83,946,0.0877,458.0
404563,27,308,0.0877,116.0
417278,5,57,0.0877,8.0
414592,5,57,0.0877,9.0
409507,5,57,0.0877,93.0
409595,38,434,0.0876,93.43
404046,145,1656,0.0876,166.0
405739,24,274,0.0876,40.0
412134,12,137,0.0876,20.0
407362,67,766,0.0875,185.0
407409,7,80,0.0875,14.0
408496,16,183,0.0874,54.0
402068,32,366,0.0874,205.0
414590,16,183,0.0874,29.0
415856,46,527,0.0873,226.0
403958,24,275,0.0873,33.0
409761,20,229,0.0873,307.124
412271,36,413,0.0872,70.0
401271,36,413,0.0872,36.0
403962,13,149,0.0872,65.0
402947,129,1479,0.0872,558.0
402831,15,172,0.0872,20.0
416041,13,149,0.0872,72.0
403742,174,1997,0.0871,3939.0
414632,27,310,0.0871,67.0
410910,33,379,0.0871,41.0
411470,265,3041,0.0871,632.0
407968,513,5891,0.0871,2207.0
411221,217,2491,0.0871,446.0
401421,10,115,0.087,20.0
416983,2,23,0.087,30.0
417467,2,23,0.087,2.0
403693,2,23,0.087,3.0
416791,8,92,0.087,8.0
412189,2,23,0.087,4.0
402953,2,23,0.087,15.0
411546,2,23,0.087,2.0
407166,2,23,0.087,4.0
404977,2,23,0.087,2.0
412915,2,23,0.087,2.0
400682,275,3162,0.087,736.27
410730,2,23,0.087,2.0
400791,2,23,0.087,2.0
406014,2,23,0.087,5.0
414369,6,69,0.087,6.0
403770,2,23,0.087,1.0
408440,2,23,0.087,2.0
400415,2,23,0.087,2.0
405190,67,770,0.087,97.0
414728,2,23,0.087,11.0
414554,6,69,0.087,15.0
413046,2,23,0.087,3.0
408059,2,23,0.087,2.0
402298,43,494,0.087,227.0
400022,2,23,0.087,0.68
412927,4,46,0.087,40.0
409015,4,46,0.087,5.0
408344,12,138,0.087,55.0
414203,2,23,0.087,5.0
416059,148,1703,0.0869,261.0
404241,19,219,0.0868,57.0
402279,114,1314,0.0868,214.0
417101,29,334,0.0868,35.0
411968,15,173,0.0867,35.0
403172,133,1534,0.0867,498.0
415696,49,565,0.0867,282.0
403479,13,150,0.0867,55.0
403436,28,323,0.0867,63.0
406289,33,381,0.0866,60.0
402773,188,2171,0.0866,391.0
410710,213,2459,0.0866,453.0
402397,64,740,0.0865,331.0
401046,18,208,0.0865,24.0
406103,25,289,0.0865,120.0
402217,119,1378,0.0864,674.0
401782,28,324,0.0864,100.0
412229,29,336,0.0863,31.0
416569,25,290,0.0862,172.0
410609,5,58,0.0862,5.0
405033,66,766,0.0862,122.0
414245,5,58,0.0862,-1.499
404835,18,209,0.0861,47.0
400654,98,1138,0.0861,598.0
401904,77,894,0.0861,98.0
412483,55,639,0.0861,298.0
411878,41,477,0.086,79.834
402899,67,779,0.086,119.0
402853,112,1302,0.086,638.0
404834,132,1535,0.086,411.0
407560,16,186,0.086,111.0
402807,28,326,0.0859,60.0
402750,451,5250,0.0859,2648.0
408898,107,1245,0.0859,159.0
401197,136,1585,0.0858,1015.0
404023,102,1190,0.0857,315.0
405919,12,140,0.0857,24.0
415830,3,35,0.0857,-1.2
410096,3,35,0.0857,6.0
411565,3,35,0.0857,3.0
411776,6,70,0.0857,6.0
400505,3,35,0.0857,3.0
411861,21,245,0.0857,109.0
411699,3,35,0.0857,12.167
400407,9,105,0.0857,28.0
404054,581,6791,0.0856,2874.0
413953,37,432,0.0856,168.004
405119,29,339,0.0855,130.0
408182,10,117,0.0855,76.0
402425,10,117,0.0855,4.618
413861,95,1111,0.0855,171.0
407829,10,117,0.0855,26.0
417348,10,117,0.0855,14.0
416748,13,152,0.0855,16.0
401520,28,328,0.0854,51.0
401190,14,164,0.0854,90.0
407888,56,656,0.0854,220.0
412252,14,164,0.0854,41.0
413706,1506,17641,0.0854,24902.0
409484,17,199,0.0854,47.0
405947,21,246,0.0854,46.0
410360,58,679,0.0854,179.0
404255,11,129,0.0853,13.0
413019,11,129,0.0853,15.0
410785,294,3447,0.0853,662.0
408491,11,129,0.0853,11.0
402726,550,6449,0.0853,2727.0
401806,15,176,0.0852,40.0
416571,155,1820,0.0852,325.0
401885,39,458,0.0852,251.0
409416,99,1164,0.0851,239.0
400487,8,94,0.0851,12.0
400871,47,552,0.0851,234.0
402532,49,576,0.0851,306.0
403006,28,329,0.0851,247.0
404267,28,329,0.0851,93.0
409315,4,47,0.0851,4.0
408755,4,47,0.0851,84.0
409989,38,447,0.085,303.0
408064,13,153,0.085,61.0
400966,415,4885,0.085,2717.0
417129,25,294,0.085,72.0
410498,44,518,0.0849,71.0
407633,22,259,0.0849,172.0
411536,18,212,0.0849,25.0
415854,37,436,0.0849,142.896
416119,66,777,0.0849,154.0
408062,18,212,0.0849,142.0
408517,9,106,0.0849,11.0
410763,199,2343,0.0849,1165.0
410987,49,577,0.0849,52.0
406262,14,165,0.0848,150.0
406946,19,224,0.0848,322.0
401604,56,660,0.0848,319.0
404437,14,165,0.0848,25.0
408868,33,389,0.0848,129.0
403817,69,814,0.0848,234.0
412455,5,59,0.0847,9.0
413286,5,59,0.0847,12.0
414981,10,118,0.0847,15.0
417018,254,3002,0.0846,1532.0
416362,122,1442,0.0846,839.0
408674,124,1466,0.0846,197.0
415964,48,568,0.0845,286.0
407909,6,71,0.0845,12.0
413930,6,71,0.0845,8.0
409711,6,71,0.0845,53.0
400672,99,1172,0.0845,130.0
412154,12,142,0.0845,17.0
410820,24,284,0.0845,164.0
406042,337,3986,0.0845,695.0
413811,6,71,0.0845,9.0
401780,58,687,0.0844,145.0
403744,842,9972,0.0844,2542.0
405187,80,948,0.0844,277.0
407617,20,237,0.0844,47.0
416593,268,3177,0.0844,798.0
416677,55,652,0.0844,74.0
405897,28,332,0.0843,43.0
405778,21,249,0.0843,76.0
406145,7,83,0.0843,9.0
416768,7,83,0.0843,7.0
402614,68,808,0.0842,2246.0
405800,101,1200,0.0842,727.0
415770,249,2959,0.0842,698.0
408708,8,95,0.0842,15.0
407851,17,202,0.0842,44.0
400678,40,475,0.0842,201.0
400418,17,202,0.0842,51.0
401267,186,2210,0.0842,2048.0
403362,831,9866,0.0842,3612.0
401047,9,107,0.0841,16.0
404987,61,725,0.0841,103.0
401073,44,523,0.0841,152.0
402148,18,214,0.0841,30.0
406539,123,1462,0.0841,133.0
411049,169,2010,0.0841,316.0
408341,9,107,0.0841,10.0
402191,105,1250,0.084,539.0
409032,128,1523,0.084,882.0
406450,204,2430,0.084,252.0
414929,12,143,0.0839,68.0
404658,116,1385,0.0838,258.0
415937,14,167,0.0838,17.0
401386,20,239,0.0837,64.0
402748,21,251,0.0837,62.0
410194,79,944,0.0837,236.0
405145,151,1804,0.0837,1016.0
405434,110,1314,0.0837,891.0
410706,130,1554,0.0837,270.0
410361,90,1077,0.0836,376.0
404098,251,3001,0.0836,781.0
412183,47,562,0.0836,157.0
400228,23,275,0.0836,421.0
412444,78,933,0.0836,231.0
404100,462,5528,0.0836,1217.0
408372,140,1676,0.0835,241.0
404250,252,3019,0.0835,1180.0
407839,206,2468,0.0835,1486.0
413724,72,862,0.0835,153.0
406135,155,1858,0.0834,414.0
408155,252,3022,0.0834,776.0
416064,18,216,0.0833,159.0
404617,41,492,0.0833,197.0
402737,3,36,0.0833,3.0
404052,6,72,0.0833,18.0
415739,33,396,0.0833,46.0
401740,18,216,0.0833,31.0
410072,2,24,0.0833,2.0
403144,12,144,0.0833,52.0
408037,2,24,0.0833,2.0
416399,14,168,0.0833,46.0
407647,8,96,0.0833,44.0
412516,4,48,0.0833,4.0
410400,6,72,0.0833,8.0
400757,3,36,0.0833,11.0
413011,4,48,0.0833,4.0
408696,39,468,0.0833,86.0
414266,2,24,0.0833,2.0
408267,13,156,0.0833,294.0
409088,6,72,0.0833,13.0
407451,1993,23929,0.0833,3421.0
401996,2,24,0.0833,3.0
412237,9,108,0.0833,16.0
416131,3,36,0.0833,14.0
402193,3,36,0.0833,31.0
409133,2,24,0.0833,3.0
411402,4,48,0.0833,6.0
404811,4,48,0.0833,4.0
409693,5,60,0.0833,19.0
405776,71,852,0.0833,415.0
404596,130,1560,0.0833,908.0
414964,2,24,0.0833,2.0
416283,2,24,0.0833,2.0
416753,7,84,0.0833,7.0
413203,14,168,0.0833,50.0
413175,2,24,0.0833,5.0
411437,2,24,0.0833,20.0
407116,2,24,0.0833,7.0
402460,2,24,0.0833,5.0
410501,14,168,0.0833,38.0
411180,46,552,0.0833,227.0
402165,3,36,0.0833,3.0
417444,2,24,0.0833,2.0
406341,4,48,0.0833,25.0
401174,2,24,0.0833,2.0
410382,2,24,0.0833,2.0
411535,2,24,0.0833,5.0
416036,91,1092,0.0833,485.0
414220,2,24,0.0833,3.0
403405,47,565,0.0832,61.0
405407,69,829,0.0832,87.0
416896,137,1647,0.0832,283.25
404162,145,1742,0.0832,164.0
401351,49,589,0.0832,919.0
407894,38,457,0.0832,42.0
410193,211,2536,0.0832,318.0
413493,41,493,0.0832,213.0
403806,74,890,0.0831,76.0
405228,166,1997,0.0831,852.0
400847,59,711,0.083,237.0
410490,23,277,0.083,523.0
416370,24,289,0.083,340.0
416503,174,2097,0.083,502.0
408489,41,494,0.083,71.0
409441,19,229,0.083,34.0
406534,112,1351,0.0829,209.0
400342,18,217,0.0829,82.0
408097,18,217,0.0829,496.0
400305,72,869,0.0829,607.95
416675,107,1290,0.0829,156.0
408140,36,435,0.0828,45.0
416687,13,157,0.0828,17.0
416611,13,157,0.0828,79.0
416366,62,749,0.0828,593.0
406310,12,145,0.0828,51.0
402467,64,773,0.0828,149.0
402134,59,713,0.0827,204.0
416750,22,266,0.0827,51.0
405009,126,1524,0.0827,541.0
407804,10,121,0.0826,179.0
407514,191,2313,0.0826,735.0
415755,18,218,0.0826,28.0
400669,63,763,0.0826,343.0
415744,39,472,0.0826,194.0
416597,41,497,0.0825,156.0
406603,8,97,0.0825,24.0
417405,8,97,0.0825,11.0
407962,8,97,0.0825,-34.0
410397,1355,16417,0.0825,6844.0
410749,280,3394,0.0825,4416.0
400536,15,182,0.0824,65.0
403891,15,182,0.0824,72.0
408200,23,279,0.0824,59.0
407620,140,1698,0.0824,500.0
409768,14,170,0.0824,18.0
405255,21,255,0.0824,122.0
403504,270,3275,0.0824,4465.0
416357,35,425,0.0824,38.0
405184,144,1747,0.0824,345.0
407104,152,1845,0.0824,367.0
403196,70,850,0.0824,454.0
406146,14,170,0.0824,31.0
413116,27,328,0.0823,37.0
408943,13,158,0.0823,20.0
411005,100,1215,0.0823,222.0
410711,6,73,0.0822,6.0
403600,12,146,0.0822,159.0
416039,12,146,0.0822,31.0
406521,178,2165,0.0822,469.0
400995,6,73,0.0822,13.0
405957,604,7347,0.0822,2686.0
415022,17,207,0.0821,142.0
403610,54,658,0.0821,262.0
416932,17,207,0.0821,431.0
405978,28,341,0.0821,345.0
403245,150,1826,0.0821,1006.0
400517,27,329,0.0821,63.0
414022,95,1159,0.082,715.0
407811,80,976,0.082,213.0
404892,599,7306,0.082,1726.0
414162,5,61,0.082,9.0
417189,36,439,0.082,147.0
404891,21,256,0.082,245.0
411059,122,1487,0.082,182.0
403845,26,317,0.082,29.0
400577,100,1219,0.082,3006.0
409850,30,366,0.082,69.0
404093,23,281,0.0819,34.0
403564,23,281,0.0819,50.0
409952,9,110,0.0818,32.0
406016,13,159,0.0818,18.0
400256,752,9196,0.0818,6880.0
401375,13,159,0.0818,16.0
400726,53,649,0.0817,638.0
405212,21,257,0.0817,66.0
417035,133,1627,0.0817,747.0
412907,77,943,0.0817,120.0
403118,110,1348,0.0816,235.0
406241,12,147,0.0816,110.2
403370,61,748,0.0816,202.0
413796,4,49,0.0816,25.0
416161,4,49,0.0816,14.0
412425,23,282,0.0816,25.0
410352,165,2021,0.0816,733.0
411056,475,5824,0.0816,1131.0
406257,23,282,0.0816,136.0
411656,16,196,0.0816,23.0
413029,34,417,0.0815,111.0
402221,26,319,0.0815,62.0
406193,67,822,0.0815,159.0
406538,92,1129,0.0815,119.0
417126,38,467,0.0814,41.0
416717,49,602,0.0814,72.0
402772,28,344,0.0814,90.0
401592,182,2237,0.0814,337.0
416605,7,86,0.0814,63.0
409081,73,898,0.0813,171.333
408524,23,283,0.0813,32.0
406000,101,1243,0.0813,144.0
415842,34,418,0.0813,55.0
416788,33,406,0.0813,92.0
406744,20,246,0.0813,37.0
404775,140,1724,0.0812,257.0
404456,544,6698,0.0812,11295.0
411995,29,357,0.0812,285.0
403834,161,1982,0.0812,484.0
404896,9,111,0.0811,220.0
410104,3,37,0.0811,5.0
405751,85,1048,0.0811,116.0
414910,3,37,0.0811,22.0
412194,6,74,0.0811,123.0
404355,15,185,0.0811,57.0
413915,3,37,0.0811,3.0
401807,3,37,0.0811,3.0
407910,6,74,0.0811,10.0
408054,94,1159,0.0811,246.0
416136,3,37,0.0811,8.0
408141,309,3809,0.0811,773.0
401574,9,111,0.0811,11.0
414184,3,37,0.0811,3.0
400876,3,37,0.0811,26.0
400468,114,1408,0.081,706.0
416320,20,247,0.081,20.0
414113,22,272,0.0809,62.0
416960,53,655,0.0809,249.0
401732,11,136,0.0809,13.0
409122,901,11136,0.0809,3605.0
408514,244,3021,0.0808,559.0
402570,8,99,0.0808,11.0
405763,165,2043,0.0808,223.0
410204,286,3538,0.0808,1261.0
405964,23,285,0.0807,162.0
403002,46,570,0.0807,594.0
413204,201,2492,0.0807,602.0
417055,26,322,0.0807,85.0
405520,205,2539,0.0807,555.0
415953,64,794,0.0806,131.0
415166,5,62,0.0806,-10.064
402295,10,124,0.0806,12.0
417247,133,1650,0.0806,1098.0
400642,5,62,0.0806,70.0
404597,5,62,0.0806,7.0
409930,5,62,0.0806,8.0
404374,99,1230,0.0805,152.0
417425,7,87,0.0805,11.0
403114,12,149,0.0805,36.0
401396,12,149,0.0805,72.0
400608,103,1279,0.0805,179.0
404345,7,87,0.0805,9.0
406208,382,4748,0.0805,6236.0
401107,12,149,0.0805,13.0
408978,33,410,0.0805,55.0
402526,7,87,0.0805,9.0
411047,365,4539,0.0804,788.0
403215,57,709,0.0804,68.0
417302,30,373,0.0804,45.0
416389,435,5418,0.0803,1312.0
412942,42,523,0.0803,290.0
410681,88,1096,0.0803,588.0
405235,246,3069,0.0802,756.0
416721,55,686,0.0802,98.0
406903,13,162,0.0802,50.0
401292,145,1809,0.0802,835.0
416701,47,586,0.0802,66.0
408129,132,1646,0.0802,1983.0
413156,13,162,0.0802,424.0
400746,307,3835,0.0801,1138.0
410975,49,612,0.0801,117.0
416607,2,25,0.08,2.0
405538,10,125,0.08,15.0
407847,6,75,0.08,11.0
403680,4,50,0.08,4.0
415808,2,25,0.08,2.0
409563,2,25,0.08,2.0
413332,4,50,0.08,4.0
416205,2,25,0.08,6.0
409496,8,100,0.08,14.0
407100,12,150,0.08,53.0
411298,2,25,0.08,2.0
400428,2,25,0.08,2.0
409525,28,350,0.08,222.0
405980,12,150,0.08,39.0
408646,4,50,0.08,5.0
416806,2,25,0.08,2.0
401427,2,25,0.08,2.0
413691,2,25,0.08,5.0
409592,6,75,0.08,9.0
413958,16,200,0.08,108.0
404749,2,25,0.08,2.0
408527,2,25,0.08,2.0
403011,2,25,0.08,-7.719
411631,4,50,0.08,4.0
416477,54,675,0.08,74.0
401020,247,3092,0.0799,1147.0
400913,29,363,0.0799,46.0
413621,26,326,0.0798,38.0
407866,38,476,0.0798,220.0
400898,63,789,0.0798,162.0
400350,545,6826,0.0798,1782.0
402265,206,2583,0.0798,319.0
401615,74,929,0.0797,97.0
403371,260,3263,0.0797,320.0
410610,162,2033,0.0797,877.0
405801,42,527,0.0797,53.0
405108,22,276,0.0797,168.0
400618,93,1168,0.0796,760.0
405366,16,201,0.0796,26.0
404797,7,88,0.0795,8.0
416335,52,654,0.0795,71.0
417220,462,5814,0.0795,5802.0
400915,59,742,0.0795,138.0
411464,152,1912,0.0795,325.0
412006,21,264,0.0795,66.0
406195,41,516,0.0795,249.0
416375,22,277,0.0794,576.0
409440,39,491,0.0794,283.0
411471,98,1234,0.0794,287.0
416889,17,214,0.0794,26.0
409043,10,126,0.0794,12.0
405948,5,63,0.0794,13.0
400588,15,189,0.0794,14.0
404308,5,63,0.0794,16.0
401278,50,630,0.0794,55.0
416992,934,11767,0.0794,4196.0
402838,10,126,0.0794,19.0
401505,40,504,0.0794,57.0
416608,10,126,0.0794,92.0
403250,292,3681,0.0793,436.0
404140,13,164,0.0793,191.0
405596,476,6000,0.0793,1067.0
401519,261,3291,0.0793,509.41
402346,43,542,0.0793,122.0
416820,27,341,0.0792,80.0
400308,40,505,0.0792,161.0
411757,48,606,0.0792,300.0
412563,312,3937,0.0792,877.0
405772,265,3349,0.0791,562.0
410188,77,975,0.079,225.0
416353,53,671,0.079,712.0
403014,237,3001,0.079,630.0
400435,38,481,0.079,85.0
401193,321,4062,0.079,3025.0
402562,3,38,0.0789,5.0
411753,6,76,0.0789,7.0
417408,39,494,0.0789,114.0
413801,3,38,0.0789,15.0
400522,59,748,0.0789,157.0
409661,9,114,0.0789,84.0
416795,464,5880,0.0789,1640.57
412339,6,76,0.0789,14.0
412546,3,38,0.0789,5.0
403976,25,317,0.0789,62.0
409430,78,988,0.0789,123.0
410205,42,533,0.0788,104.0
407513,16,203,0.0788,58.0
402548,415,5265,0.0788,4715.0
406537,224,2842,0.0788,310.0
407744,30,381,0.0787,68.0
404607,7,89,0.0787,41.0
404660,27,343,0.0787,41.0
413352,65,826,0.0787,406.0
417263,7,89,0.0787,7.0
407923,93,1182,0.0787,107.0
407915,10,127,0.0787,22.0
412607,142,1804,0.0787,727.0
417354,10,127,0.0787,10.0
416706,34,432,0.0787,47.0
406604,7,89,0.0787,8.0
409442,18,229,0.0786,48.0
407682,33,420,0.0786,129.0
402936,44,560,0.0786,181.833
408583,130,1654,0.0786,1051.0
417391,11,140,0.0786,13.0
412236,11,140,0.0786,17.0
401783,70,891,0.0786,544.0
404962,71,905,0.0785,119.0
416846,599,7631,0.0785,3282.0
416776,180,2292,0.0785,665.0
400639,15,191,0.0785,45.0
406976,4,51,0.0784,4.0
402412,16,204,0.0784,24.0
400222,4,51,0.0784,4.0
404358,37,472,0.0784,102.0
404409,106,1352,0.0784,349.0
405231,4,51,0.0784,4.0
413461,4,51,0.0784,5.0
416786,4,51,0.0784,7.0
407334,34,434,0.0783,88.0
410586,9,115,0.0783,60.0
416594,562,7173,0.0783,1676.0
402358,208,2658,0.0783,1287.0
405383,159,2031,0.0783,545.0
402961,307,3920,0.0783,1354.0
416544,116,1481,0.0783,277.0
403032,9,115,0.0783,25.0
401646,356,4547,0.0783,2200.0
400532,19,243,0.0782,20.0
412197,52,665,0.0782,240.0
415709,357,4566,0.0782,3404.0
411399,42,537,0.0782,79.0
410605,25,320,0.0781,52.0
416051,30,384,0.0781,50.0
402774,5,64,0.0781,13.0
410010,90,1153,0.0781,664.0
409573,35,448,0.0781,363.0
411650,96,1229,0.0781,197.0
416809,31,397,0.0781,78.0
407812,60,768,0.0781,93.0
416686,34,436,0.078,41.0
404006,28,359,0.078,97.0
413732,126,1615,0.078,315.0
403558,11,141,0.078,24.0
414567,11,141,0.078,24.0
404996,11,141,0.078,12.0
401196,241,3091,0.078,646.0
414830,86,1104,0.0779,159.0
416716,76,975,0.0779,95.0
417092,18,231,0.0779,20.0
402469,6,77,0.0779,27.0
416991,493,6326,0.0779,3455.0
402388,80,1027,0.0779,351.0
415026,122,1569,0.0778,280.0
401940,26,334,0.0778,56.0
406944,86,1105,0.0778,291.0
411340,57,733,0.0778,222.0
416009,40,515,0.0777,91.0
410485,8,103,0.0777,10.0
404197,8,103,0.0777,8.0
400817,23,296,0.0777,53.0
408114,33,425,0.0776,84.0
401717,46,593,0.0776,82.0
415980,18,232,0.0776,34.0
402417,17,219,0.0776,39.0
408669,43,554,0.0776,56.0
404315,25,322,0.0776,105.0
405385,43,554,0.0776,171.0
411570,9,116,0.0776,63.36
401480,54,697,0.0775,202.0
409437,625,8060,0.0775,2784.0
401117,10,129,0.0775,11.0
412842,22,284,0.0775,57.0
412519,11,142,0.0775,11.0
401726,33,426,0.0775,41.0
402694,21,271,0.0775,35.0
405194,20,258,0.0775,54.0
408373,97,1251,0.0775,227.0
403997,25,323,0.0774,42.0
404340,430,5557,0.0774,1760.0
415716,12,155,0.0774,62.0
407533,68,878,0.0774,132.0
413525,46,594,0.0774,502.0
416729,107,1385,0.0773,191.0
407170,638,8255,0.0773,2277.0
403949,213,2757,0.0773,458.0
417445,14,181,0.0773,33.0
400278,16,207,0.0773,120.0
413334,68,880,0.0773,104.0
401397,168,2172,0.0773,355.0
412251,257,3325,0.0773,648.0
400416,46,595,0.0773,66.0
416695,43,557,0.0772,58.0
406226,61,790,0.0772,155.0
411314,174,2254,0.0772,424.0
406766,26,337,0.0772,32.333
406526,68,881,0.0772,75.0
400518,20,259,0.0772,38.0
413519,139,1806,0.077,213.0
410350,48,623,0.077,264.0
407156,2,26,0.0769,2.0
415784,7,91,0.0769,-12.136
407949,11,143,0.0769,14.0
407973,3,39,0.0769,3.0
408011,13,169,0.0769,28.0
402755,2,26,0.0769,6.0
417313,2,26,0.0769,2.0
417414,2,26,0.0769,3.0
401589,16,208,0.0769,38.0
412280,4,52,0.0769,4.0
415177,2,26,0.0769,2.0
417321,7,91,0.0769,7.0
415952,32,416,0.0769,96.0
407233,2,26,0.0769,2.0
406836,2,26,0.0769,3.0
405892,2,26,0.0769,2.0
408704,2,26,0.0769,2.0
408680,4,52,0.0769,14.0
416588,4,52,0.0769,6.0
405812,130,1691,0.0769,179.0
415423,3,39,0.0769,9.0
416519,6,78,0.0769,7.0
401363,9,117,0.0769,16.0
408613,2,26,0.0769,2.0
408493,3,39,0.0769,3.0
416402,8,104,0.0769,14.0
408729,22,286,0.0769,92.0
417421,6,78,0.0769,6.0
412660,4,52,0.0769,22.0
400328,4,52,0.0769,1.92
411625,34,442,0.0769,76.0
417262,3,39,0.0769,4.0
403539,2,26,0.0769,5.0
407555,2,26,0.0769,2.0
400224,59,768,0.0768,70.0
401999,70,912,0.0768,165.0
401391,68,887,0.0767,275.0
400673,65,847,0.0767,176.0
401215,210,2738,0.0767,679.0
400778,210,2737,0.0767,665.0
408175,19,248,0.0766,148.0
403152,17,222,0.0766,17.0
401031,16,209,0.0766,36.0
408638,100,1308,0.0765,316.0
401882,13,170,0.0765,30.0
404302,14,183,0.0765,17.0
401778,45,589,0.0764,233.0
400794,11,144,0.0764,47.0
401507,57,746,0.0764,277.0
406606,50,655,0.0763,114.0
417043,20,262,0.0763,26.042
408055,10,131,0.0763,112.0
403001,47,616,0.0763,105.0
409787,29,380,0.0763,738.0
416849,99,1297,0.0763,571.0
404446,78,1024,0.0762,122.0
404942,70,919,0.0762,114.0
402915,74,971,0.0762,686.0
416760,917,12031,0.0762,1319.0
408640,7,92,0.0761,59.0
410657,7,92,0.0761,91.0
402491,61,802,0.0761,98.0
416647,45,591,0.0761,267.0
408199,7,92,0.0761,36.0
401866,7,92,0.0761,7.0
408987,90,1182,0.0761,293.0
406666,13,171,0.076,49.0
403571,113,1487,0.076,148.0
401560,13,171,0.076,67.0
404654,65,856,0.0759,132.0
403477,17,224,0.0759,22.0
411022,82,1080,0.0759,136.0
408340,126,1659,0.0759,229.0
408479,98,1291,0.0759,145.0
410693,211,2781,0.0759,508.0
407501,30,395,0.0759,46.0
413407,5,66,0.0758,102.0
400483,35,462,0.0758,133.0
404333,52,686,0.0758,116.0
406535,347,4580,0.0758,446.0
403351,63,831,0.0758,536.0
417424,5,66,0.0758,5.0
408137,5,66,0.0758,5.0
403030,16,211,0.0758,39.0
413733,148,1955,0.0757,319.0
401118,29,383,0.0757,34.0
409735,60,793,0.0757,144.0
