
order_number,order_created_date,order_created_time,requested_delivery_date,customer_number,order_row_number,product_code,order_qty,sales_unit,delivery_number,plant,storage_location,delivered_qty,transfer_number,warehouse_number,picking_confirmed_date,picking_confirmed_time,picking_picked_qty
10701079,2025-02-11,091850,2025-02-11,34209,20,411281,1.000,ST,21046954,30588,2012,1.000,32020672,3001,2025-02-11,101710,1.000
10701080,2025-02-11,091951,2025-02-11,33884,10,411281,1.000,ST,21046955,30588,2012,1.000,32020673,3001,2025-02-11,102129,1.000
10701080,2025-02-11,091951,2025-02-11,33884,20,411050,1.000,ST,21046955,30588,2012,1.000,32020673,3001,2025-02-11,102321,1.000
10701081,2025-02-11,092036,2025-02-11,34223,10,411281,1.000,ST,21046956,30588,2012,1.000,32020674,3001,2025-02-11,102206,1.000
10701081,2025-02-11,092036,2025-02-11,34223,20,411050,1.000,ST,21046956,30588,2012,1.000,32020674,3001,2025-02-11,102341,1.000
10701082,2025-02-11,092127,2025-02-11,31872,10,405188,1.000,KI,21046957,30588,2012,1.000,32020669,3001,2025-02-11,100022,1.000
10701083,2025-02-11,091116,2025-02-11,33843,10,411050,1.000,ST,21046958,30588,2012,1.000,32020679,3001,2025-02-11,102400,1.000
10701083,2025-02-11,091116,2025-02-11,33843,20,411019,1.000,ST,21046958,30588,2012,1.000,32020679,3001,2025-02-11,102057,1.000
10701084,2025-02-11,092316,2025-02-11,33848,10,411281,1.000,ST,21046959,30588,2012,1.000,32020675,3001,2025-02-11,102229,1.000
10701085,2025-02-11,092302,2025-02-11,33840,10,411050,1.000,ST,21046960,30588,2012,1.000,32020680,3001,2025-02-11,102344,1.000
10701086,2025-02-11,092406,2025-02-11,34092,10,411281,1.000,ST,21046961,30588,2012,1.000,32020676,3001,2025-02-11,102216,1.000
10701087,2025-02-11,092325,2025-02-11,34078,10,411050,1.000,ST,21046962,30588,2012,1.000,32020681,3001,2025-02-11,102359,1.000
10701087,2025-02-11,092325,2025-02-11,34078,20,411281,1.000,ST,21046962,30588,2012,1.000,32020681,3001,2025-02-11,102236,1.000
10701088,2025-02-11,092428,2025-02-11,33842,10,411050,1.000,ST,21046963,30588,2012,1.000,32020682,3001,2025-02-11,102415,1.000
10701088,2025-02-11,092428,2025-02-11,33842,20,411281,1.000,ST,21046963,30588,2012,1.000,32020682,3001,2025-02-11,102251,1.000
10701089,2025-02-11,092508,2025-02-11,34080,10,411281,1.000,ST,21046964,30588,2012,1.000,32020683,3001,2025-02-11,102305,1.000
10701090,2025-02-11,092447,2025-02-11,34087,10,411050,1.000,ST,21046965,30588,2012,1.000,32020684,3001,2025-02-11,102433,1.000
10701091,2025-02-11,092653,2025-02-11,34082,10,411050,1.000,ST,21046966,30588,2012,1.000,32020685,3001,2025-02-11,102459,1.000
10701092,2025-02-11,092852,2025-02-11,31655,10,402022,1.000,CS,21046967,30588,2012,1.000,32020686,3001,2025-02-11,095710,1.000
10701093,2025-02-11,095356,2025-02-12,33027,10,405184,2.000,ST,21046969,1001,2010,2.000,32026349,3002,2025-02-11,101152,2.000
10701094,2025-02-11,095506,2025-02-12,34347,10,416992,2.000,ST,21046970,1001,2010,2.000,32026350,3002,2025-02-11,103225,2.000
10701095,2025-02-11,100714,2025-02-12,33282,10,411134,2.000,KI,21046971,1001,2010,2.000,32026351,3002,2025-02-11,120643,2.000
10701096,2025-02-11,100845,2025-02-12,31717,10,411134,2.000,KI,21046972,1001,2010,2.000,32026352,3002,2025-02-11,123741,2.000
10701097,2025-02-11,100918,2025-02-12,32086,10,411134,1.000,KI,21046973,1001,2010,1.000,32026353,3002,2025-02-11,130943,1.000
10701098,2025-02-11,101059,2025-02-12,32045,10,411134,2.000,KI,21046974,1001,2010,2.000,32026354,3002,2025-02-11,142631,2.000
10701099,2025-02-11,104722,2025-02-12,31355,10,400936,14.000,KG,21046975,30588,2012,14.000,32020691,3001,2025-02-11,231726,14.000
10701100,2025-02-11,104848,2025-02-14,34734,10,407474,1.000,ST,20423020,1001,2011,1.000,31029650,3003,2025-02-12,173134,1.000
10701101,2025-02-11,111957,2025-02-14,33386,10,405307,1.000,KI,21047014,30588,2005,1.000,32028387,3000,2025-02-13,152129,1.000
10701102,2025-02-11,113544,2025-02-14,31806,10,408994,4.000,KI,21047039,30588,2005,0.000,,,,,
10701103,2025-02-11,124603,2025-02-18,34768,10,412378,1.000,ST,21047092,1001,2001,1.000,32025286,3003,2025-02-17,000624,1.000
10701104,2025-02-11,125256,2025-02-12,33929,10,411050,4.000,ST,21046976,30588,2012,4.000,32020687,3001,2025-02-11,140647,4.000
10701105,2025-02-11,131532,2025-02-12,30650,10,404058,1.000,KI,21046977,30588,2012,1.000,32020688,3001,2025-02-11,150251,1.000
10701106,2025-02-11,133434,2025-02-12,33282,10,400844,5.000,ST,21046978,1001,2010,5.000,32026355,3002,2025-02-11,142530,5.000
10701107,2025-02-11,134804,2025-02-14,35176,10,408182,5.000,ST,21047012,1001,2011,5.000,32025280,3003,2025-02-12,173140,5.000
10701107,2025-02-11,134804,2025-02-14,35176,20,407740,74.000,ST,21047012,1001,2001,74.000,32025282,3003,2025-02-13,071445,10.000
10701107,2025-02-11,134804,2025-02-14,35176,20,407740,74.000,ST,21047012,1001,2001,74.000,32025284,3003,2025-02-13,132442,64.000
10701108,2025-02-11,135707,2025-02-12,32465,10,401016,10.000,KG,21046979,30588,2012,10.560,32020689,3001,2025-02-11,151615,10.560
10701109,2025-02-11,142055,2025-02-14,31258,10,407386,36.000,ST,20423192,1001,2010,36.000,31302466,3002,2025-02-12,210756,36.000
10701110,2025-02-11,145447,2025-02-12,32678,10,410620,1.000,ST,21046982,1001,2010,1.000,32026356,3002,2025-02-11,155151,1.000
10701111,2025-02-11,152727,2025-02-12,32029,10,402569,5.000,ST,21046983,1001,2010,5.000,32026357,3002,2025-02-11,161819,5.000
10701111,2025-02-11,152727,2025-02-12,32029,20,406083,4.000,ST,21046983,1001,2010,4.000,32026357,3002,2025-02-11,161902,4.000
10701111,2025-02-11,152727,2025-02-12,32029,30,404424,2.000,RAS,21046983,1001,2010,2.000,32026358,3002,2025-02-11,161657,2.000
10701111,2025-02-11,152727,2025-02-12,32029,40,408160,6.000,ST,21046983,1001,2010,6.000,32026357,3002,2025-02-11,162443,6.000
10701111,2025-02-11,152727,2025-02-12,32029,60,404285,2.000,ST,21046983,1001,2010,2.000,32026357,3002,2025-02-11,161835,2.000
10701112,2025-02-12,070619,2025-02-12,32274,10,410997,12.000,ST,21046992,30588,2012,12.000,32020697,3001,2025-02-12,080845,12.000
10701113,2025-02-12,070755,2025-02-12,32483,10,400931,1.000,KG,21046993,30588,2012,1.100,32020698,3001,2025-02-12,081008,1.100
10701114,2025-02-12,070917,2025-02-12,34163,10,400931,2.000,KG,21046994,30588,2012,2.060,32020699,3001,2025-02-12,081204,2.060
10701115,2025-02-12,070914,2025-02-12,30678,10,410749,12.000,ST,21046995,30588,2012,0.000,,,,,
10701116,2025-02-12,071005,2025-02-12,33619,10,400871,1.000,ST,21046996,30588,2012,1.000,32020696,3001,2025-02-12,080632,1.000
10701117,2025-02-12,072134,2025-02-13,31227,10,401240,4.000,KG,21046997,30588,2012,4.120,32020701,3001,2025-02-12,155314,4.120
10701118,2025-02-12,072845,2025-02-13,33802,10,401196,2.000,ST,21046998,30588,2012,2.000,32020702,3001,2025-02-13,010408,2.000
10701118,2025-02-12,072845,2025-02-13,33802,20,400436,2.000,ST,21046998,30588,2012,2.000,32020702,3001,2025-02-13,010133,2.000
10701119,2025-02-12,073349,2025-02-13,31893,10,417439,1.000,KI,,,,,,,,,
10701120,2025-02-12,073759,2025-02-14,31893,10,405225,8.000,KI,21047017,30588,2000,8.000,32028390,3000,2025-02-13,170635,1.000
10701120,2025-02-12,073759,2025-02-14,31893,10,405225,8.000,KI,21047017,30588,2000,8.000,32028393,3000,2025-02-13,170646,1.000
10701120,2025-02-12,073759,2025-02-14,31893,10,405225,8.000,KI,21047017,30588,2000,8.000,32028389,3000,2025-02-13,170631,1.000
10701120,2025-02-12,073759,2025-02-14,31893,10,405225,8.000,KI,21047017,30588,2000,8.000,32028391,3000,2025-02-13,170639,1.000
10701120,2025-02-12,073759,2025-02-14,31893,10,405225,8.000,KI,21047017,30588,2000,8.000,32028388,3000,2025-02-13,170627,1.000
10701120,2025-02-12,073759,2025-02-14,31893,10,405225,8.000,KI,21047017,30588,2000,8.000,32028392,3000,2025-02-13,170643,1.000
10701120,2025-02-12,073759,2025-02-14,31893,10,405225,8.000,KI,21047017,30588,2000,8.000,32028395,3000,2025-02-13,170652,1.000
10701120,2025-02-12,073759,2025-02-14,31893,10,405225,8.000,KI,21047017,30588,2000,8.000,32028394,3000,2025-02-13,170649,1.000
10701121,2025-02-12,074623,2025-02-14,33290,10,413871,2.000,ST,20426040,30588,2007,2.000,31687734,3000,2025-02-13,195837,2.000
10701122,2025-02-12,084402,2025-02-13,31967,10,407134,10.000,KI,21047000,30588,2000,10.000,32028378,3000,2025-02-12,094822,10.000
10701123,2025-02-12,090440,2025-02-12,35253,10,417411,1.000,KI,21046999,30588,2012,0.000,,,,,
10701124,2025-02-12,100028,2025-02-13,33737,10,406522,2.000,ST,21047001,1001,2010,2.000,32026361,3002,2025-02-12,143326,2.000
10701125,2025-02-12,100547,2025-02-13,35249,10,416992,29.000,ST,21047002,1001,2010,29.000,32026362,3002,2025-02-12,111834,29.000
10701125,2025-02-12,100547,2025-02-13,35249,20,401366,1.000,KI,21047003,1001,2010,1.000,32026363,3002,2025-02-12,120411,1.000
10701126,2025-02-12,100713,2025-02-13,35166,10,416813,5.000,ST,21047004,1001,2010,5.000,32026360,3002,2025-02-12,112216,5.000
10701127,2025-02-12,101703,2025-02-13,33626,10,403744,1.000,ST,21047006,1001,2004,1.000,32025279,3003,2025-02-12,124636,1.000
10701128,2025-02-12,104124,2025-02-13,33443,10,409830,2.000,ST,21047007,1001,2010,2.000,32026364,3002,2025-02-12,111854,2.000
10701129,2025-02-12,104724,2025-02-13,33326,10,409510,2.000,ST,21047008,1001,2010,2.000,32026365,3002,2025-02-12,123508,2.000
10701130,2025-02-12,110855,2025-02-17,31670,10,415705,1.000,KI,21047065,30588,2013,1.000,32028397,3000,2025-02-14,150344,1.000
10701131,2025-02-12,112752,2025-02-14,34033,10,400752,1.000,CS,21047013,1001,2001,1.000,32025283,3003,2025-02-13,084621,1.000
10701132,2025-02-12,122203,2025-02-13,35106,10,411029,1.000,ST,21047009,1001,2010,1.000,32026366,3002,2025-02-12,135025,1.000
10701133,2025-02-12,122338,2025-02-13,33626,10,401056,1.000,KI,21047010,1001,2010,1.000,32026367,3002,2025-02-12,135944,1.000
10701134,2025-02-12,123333,2025-02-13,34238,10,403893,1.000,ST,21047011,1001,2010,1.000,32026368,3002,2025-02-12,125148,1.000
10701135,2025-02-12,130307,2025-02-14,31380,10,406208,6.000,PAK,21047018,30588,2012,6.000,32020703,3001,2025-02-13,081804,6.000
10701136,2025-02-13,070133,2025-02-13,33813,10,410208,1.000,BAG,21047019,30588,2012,1.000,32020704,3001,2025-02-13,075133,1.000
10701137,2025-02-13,070352,2025-02-13,33808,10,410208,1.000,BAG,21047020,30588,2012,1.000,32020705,3001,2025-02-13,075112,1.000
10701138,2025-02-13,070441,2025-02-13,33816,10,410208,2.000,BAG,21047021,30588,2012,2.000,32020706,3001,2025-02-13,075221,2.000
10701139,2025-02-13,071057,2025-02-14,35142,10,407770,10.000,KG,21047022,30588,2012,10.390,32020716,3001,2025-02-13,163742,10.390
10701140,2025-02-13,072712,2025-02-14,31799,10,410786,1.000,BAG,21047023,30588,2012,1.000,32020708,3001,2025-02-13,141307,1.000
10701141,2025-02-13,073541,2025-02-13,32814,10,412378,4.000,ST,21047024,30588,2007,0.000,,,,,
10701142,2025-02-13,073637,2025-02-13,33380,10,411056,1.000,ST,21047025,30588,2007,1.000,32028383,3000,2025-02-13,092652,1.000
10701143,2025-02-13,073835,2025-02-13,401728,10,407674,3.000,ST,21047026,30588,2012,3.000,32020707,3001,2025-02-13,080927,3.000
10701144,2025-02-13,074452,2025-02-14,32064,10,401250,1.000,KI,21047027,1001,2010,1.000,32026370,3002,2025-02-13,111123,1.000
10701145,2025-02-13,074605,2025-02-14,35014,10,401250,1.000,KI,21047028,1001,2010,1.000,32026369,3002,2025-02-13,103338,1.000
10701146,2025-02-13,080122,2025-02-14,35310,10,416936,2.000,ST,,,,,,,,,
10701146,2025-02-13,080122,2025-02-14,35310,20,410478,12.000,KG,21047030,30588,2012,14.110,32020713,3001,2025-02-13,141958,14.110
10701146,2025-02-13,080122,2025-02-14,35310,30,400186,2.000,ST,21047029,30588,2012,2.000,32020714,3001,2025-02-13,134150,2.000
10701146,2025-02-13,080122,2025-02-14,35310,40,416933,2.000,ST,21047064,30588,2012,2.000,32020721,3001,2025-02-13,205217,2.000
10701147,2025-02-13,082646,2025-02-14,31500,10,404279,60.000,ST,,,,,,,,,
10701148,2025-02-13,084325,2025-02-14,30731,10,402410,20.000,BAG,21047031,30588,2012,20.000,32020715,3001,2025-02-13,140533,20.000
10701149,2025-02-13,084916,2025-02-13,35115,10,403421,1.000,BAG,21047032,30588,2012,1.000,32020709,3001,2025-02-13,090712,1.000
10701150,2025-02-13,090414,2025-02-14,30773,10,400592,1.000,BAG,21047033,30588,2012,1.000,32020722,3001,1970-01-01,000000,0.000
10701150,2025-02-13,090414,2025-02-14,30773,20,400607,1.000,BAG,21047033,30588,2012,1.000,32020722,3001,1970-01-01,000000,0.000
10701151,2025-02-13,090714,2025-02-13,32814,10,412378,4.000,ST,21047034,30588,2007,0.000,,,,,
10701152,2025-02-13,090927,2025-02-13,32240,10,401080,2.000,KG,21047035,30588,2012,5.340,32020710,3001,2025-02-13,093844,5.340
10701153,2025-02-13,090650,2025-02-13,33380,10,403421,1.000,BAG,21047037,30588,2012,1.000,32020712,3001,2025-02-13,093509,1.000
10701154,2025-02-13,091110,2025-02-13,32726,10,400959,2.000,KG,21047036,30588,2012,2.080,32020711,3001,2025-02-13,094009,2.080
10701155,2025-02-13,092548,2025-02-13,32814,10,412378,3.000,ST,21047038,30588,2007,3.000,32028384,3000,2025-02-13,093635,3.000
10701156,2025-02-13,093858,2025-02-14,32419,10,411861,1.000,KI,21047055,30588,2005,1.000,32028396,3000,2025-02-13,223408,1.000
10701157,2025-02-13,101446,2025-02-14,34981,10,405596,1.000,ST,21047040,1001,2010,1.000,32026372,3002,2025-02-13,121221,1.000
10701158,2025-02-13,101754,2025-02-14,35045,10,401020,1.000,PRK,21047041,1001,2010,1.000,32026371,3002,2025-02-13,121409,1.000
10701159,2025-02-13,101946,2025-02-14,34022,10,401020,1.000,PRK,21047042,1001,2010,1.000,32026373,3002,2025-02-13,111943,1.000
10701160,2025-02-13,102414,2025-02-14,34019,10,401020,1.000,PRK,21047043,1001,2010,1.000,32026374,3002,2025-02-13,120920,1.000
10701161,2025-02-13,102525,2025-02-14,34310,10,407968,4.000,ST,21047044,1001,2010,4.000,32026379,3002,2025-02-13,122031,4.000
10701162,2025-02-13,102552,2025-02-14,34015,10,401020,1.000,PRK,21047045,1001,2010,1.000,32026377,3002,2025-02-13,122501,1.000
10701163,2025-02-13,102721,2025-02-14,34017,10,401020,1.000,PRK,21047046,1001,2010,1.000,32026376,3002,2025-02-13,122421,1.000
10701164,2025-02-13,102646,2025-02-14,34734,10,401020,1.000,PRK,21047047,1001,2010,1.000,32026378,3002,2025-02-13,122515,1.000
10701165,2025-02-13,102819,2025-02-14,34929,10,401020,1.000,PRK,21047048,1001,2010,1.000,32026375,3002,2025-02-13,122439,1.000
10701166,2025-02-13,103813,2025-02-14,33998,10,401020,1.000,PRK,21047049,1001,2010,1.000,32026383,3002,2025-02-13,140945,1.000
10701167,2025-02-13,103841,2025-02-14,33999,10,401020,1.000,PRK,21047050,1001,2010,1.000,32026382,3002,2025-02-13,135520,1.000
10701168,2025-02-13,104056,2025-02-14,34003,10,401020,1.000,PRK,21047051,1001,2010,1.000,32026384,3002,2025-02-13,142215,1.000
10701169,2025-02-13,104124,2025-02-14,35054,10,401020,1.000,PRK,21047052,1001,2010,1.000,32026385,3002,2025-02-13,141647,1.000
10701170,2025-02-13,104219,2025-02-14,34363,10,401020,1.000,PRK,21047053,1001,2010,1.000,32026380,3002,2025-02-13,132145,1.000
10701171,2025-02-13,115244,2025-02-14,31461,10,416900,1.000,ST,21047054,1001,2010,1.000,32026381,3002,2025-02-13,133202,1.000
10701172,2025-02-13,123710,2025-02-17,34709,10,411052,2.000,KI,21047066,30588,2012,2.000,32020724,3001,2025-02-14,104727,2.000
10701173,2025-02-13,123810,2025-02-14,31773,10,416059,2.000,ST,21047056,30588,2012,2.000,32020723,3001,1970-01-01,000000,0.000
10701174,2025-02-13,130001,2025-02-14,35843,10,404908,3.000,KI,21047058,30588,2012,3.000,32020719,3001,2025-02-13,185501,3.000
10701175,2025-02-13,130616,2025-02-14,31500,10,410786,1.000,BAG,21047057,1001,2010,1.000,32026386,3002,2025-02-13,141956,1.000
10701176,2025-02-13,131400,2025-02-14,31413,10,409435,50.000,ST,21047059,30588,2012,50.000,32020720,3001,2025-02-13,223206,50.000
10701177,2025-02-13,133252,2025-02-14,34548,10,411052,1.000,KI,21047060,30588,2012,1.000,32020718,3001,2025-02-13,161114,1.000
10701178,2025-02-13,133406,2025-02-14,34753,10,411052,2.000,KI,21047061,30588,2012,2.000,32020717,3001,2025-02-13,161051,2.000
10701179,2025-02-13,134201,2025-02-19,34878,10,405225,2.000,KI,21047145,1001,2001,2.000,32025287,3003,2025-02-18,060734,2.000
10701180,2025-02-13,134710,2025-02-17,35299,10,400789,1.000,KAN,20429233,1001,2010,1.000,32026388,3002,2025-02-14,152549,1.000
10701180,2025-02-13,134710,2025-02-17,35299,20,416657,1.000,ST,21047063,1001,2001,0.000,32025285,3003,2025-02-15,120000,0.000
10701181,2025-02-13,135043,2025-02-19,31465,10,406928,2.000,KI,,,,,,,,,
10701182,2025-02-13,142603,2025-02-14,34884,10,413134,1.000,ST,21047062,1001,2010,1.000,32026387,3002,2025-02-13,173044,1.000
10701183,2025-02-13,143029,2025-02-18,34997,10,402751,4.000,ST,,,,,,,,,
10701183,2025-02-13,143029,2025-02-18,34997,30,406107,1.000,BAG,21047093,30588,2007,1.000,32028400,3000,2025-02-17,110609,1.000
10701183,2025-02-13,143029,2025-02-18,34997,40,410229,1.000,BAG,21047093,30588,2007,1.000,32028399,3000,2025-02-17,105328,1.000
10701184,2025-02-14,070119,2025-02-14,33379,10,403949,1.000,ST,21047067,30588,2012,1.000,32020729,3001,2025-02-14,081553,1.000
10701185,2025-02-14,070223,2025-02-14,31656,10,413134,3.000,ST,21047068,30588,2012,3.000,32020728,3001,2025-02-14,081517,3.000
10701186,2025-02-14,070418,2025-02-14,34827,10,403949,1.000,ST,21047069,30588,2012,1.000,32020734,3001,2025-02-14,100012,1.000
10701187,2025-02-14,070537,2025-02-14,33884,10,410208,2.000,BAG,21047070,30588,2012,2.000,32020727,3001,2025-02-14,081642,2.000
10701188,2025-02-14,070540,2025-02-14,31622,10,408481,4.000,KI,21047071,30588,2012,4.000,32020726,3001,2025-02-14,090256,4.000
10701189,2025-02-14,072110,2025-02-19,35012,10,404218,1.000,KI,21047146,30588,2005,1.000,32028406,3000,2025-02-18,101503,1.000
10701190,2025-02-14,073350,2025-02-18,34272,10,403949,1.000,ST,21047094,30588,2012,1.000,32020753,3001,2025-02-17,191900,1.000
10701191,2025-02-14,073648,2025-02-14,34486,10,405192,8.000,KI,21047072,30588,2012,8.000,32020725,3001,2025-02-14,081431,8.000
10701192,2025-02-14,075407,2025-02-18,35244,10,404757,1.000,PAK,20434197,30588,2000,1.000,32028402,3000,2025-02-17,153042,1.000
10701193,2025-02-14,080459,2025-02-17,31806,10,402531,1.000,KI,21047073,30588,2012,1.000,32020744,3001,2025-02-16,193847,1.000
10701194,2025-02-14,081544,2025-02-18,30927,10,409997,1.000,KI,21047095,30588,2012,1.000,32020752,3001,2025-02-17,175314,1.000
10701195,2025-02-14,082838,2025-02-18,30724,10,411480,1.000,ST,21047096,30588,2007,1.000,32028401,3000,2025-02-17,150451,1.000
10701196,2025-02-14,085205,2025-02-18,31565,10,404047,2.000,ST,21047097,30588,2000,2.000,32028404,3000,2025-02-17,174504,1.000
10701196,2025-02-14,085205,2025-02-18,31565,10,404047,2.000,ST,21047097,30588,2000,2.000,32028403,3000,2025-02-17,174502,1.000
10701197,2025-02-14,085427,2025-02-17,31350,10,407360,8.000,KI,21047084,30588,2005,0.000,,,,,
10701198,2025-02-14,090910,2025-02-14,31295,10,401204,5.000,PAK,21047074,30588,2012,5.000,32020735,3001,2025-02-14,095707,5.000
10701199,2025-02-14,091008,2025-02-14,33330,10,416766,6.000,ST,21047075,30588,2012,6.000,32020733,3001,2025-02-14,095137,6.000
10701200,2025-02-14,091028,2025-02-14,34577,10,416567,3.000,ST,21047076,30588,2012,3.000,32020731,3001,2025-02-14,104050,3.000
10701201,2025-02-14,091118,2025-02-14,34642,10,416567,1.000,ST,21047077,30588,2012,1.000,32020732,3001,2025-02-14,104101,1.000
10701202,2025-02-14,091242,2025-02-18,30724,10,410402,4.000,ST,21047098,30588,2012,4.000,32020754,3001,2025-02-17,191358,4.000
10701203,2025-02-14,091654,2025-02-14,33358,10,400173,1.000,KG,21047078,30588,2012,1.260,32020730,3001,2025-02-14,095840,1.260
10701203,2025-02-14,091654,2025-02-14,33358,20,400170,1.000,KG,21047078,30588,2012,1.180,32020730,3001,2025-02-14,095743,1.180
10701204,2025-02-14,102154,2025-02-17,33171,10,408435,0.000,KI,,,,,,,,,
10701205,2025-02-14,102819,2025-02-14,31939,10,404413,1.000,BOT,21047080,30588,2012,1.000,32020736,3001,2025-02-14,105301,1.000
10701206,2025-02-14,102924,2025-02-15,35809,10,411567,8.000,KG,21047079,30588,2012,9.390,32020738,3001,2025-02-14,131327,9.390
10701207,2025-02-14,103711,2025-02-14,33007,10,409292,18.000,ST,21047081,30588,2012,18.000,32020737,3001,2025-02-14,105445,18.000
10701208,2025-02-14,103949,2025-02-17,33663,10,407811,2.000,KI,21047085,30588,2012,2.000,32020741,3001,2025-02-14,164237,2.000
10701209,2025-02-14,104140,2025-02-17,32506,10,407811,2.000,KI,21047086,30588,2012,2.000,32020742,3001,2025-02-14,172753,2.000
10701210,2025-02-14,103558,2025-02-15,34314,10,412285,3.000,ST,21047082,30588,2012,3.000,32020739,3001,2025-02-14,113747,3.000
10701210,2025-02-14,103558,2025-02-15,34314,30,406933,5.000,BAG,21047083,30588,2012,5.000,32020740,3001,2025-02-14,132136,5.000
10701210,2025-02-14,103558,2025-02-15,34314,40,401615,1.000,CS,21047083,30588,2012,1.000,32020740,3001,2025-02-14,131714,1.000
10701210,2025-02-14,103558,2025-02-15,34314,50,416766,1.000,ST,21047082,30588,2012,1.000,32020739,3001,2025-02-14,113851,1.000
10701210,2025-02-14,103558,2025-02-15,34314,60,410954,2.000,ST,21047083,30588,2012,2.000,32020740,3001,2025-02-14,132108,2.000
10701210,2025-02-14,103558,2025-02-15,34314,70,416828,4.000,ST,21047082,30588,2012,4.000,32020739,3001,2025-02-14,113707,4.000
10701210,2025-02-14,103558,2025-02-15,34314,90,410986,1.000,KI,21047083,30588,2012,1.000,32020740,3001,2025-02-14,132038,1.000
10701210,2025-02-14,103558,2025-02-15,34314,100,407894,1.000,KI,21047083,30588,2012,1.000,32020740,3001,2025-02-14,132023,1.000
10701210,2025-02-14,103558,2025-02-15,34314,140,407620,3.000,BOT,21047082,30588,2012,3.000,32020739,3001,2025-02-14,113811,3.000
10701210,2025-02-14,103558,2025-02-15,34314,160,406933,10.000,BAG,21047083,30588,2012,10.000,32020740,3001,2025-02-14,132156,10.000
10701210,2025-02-14,103558,2025-02-15,34314,170,408378,2.000,KI,21047083,30588,2012,2.000,32020740,3001,2025-02-14,131830,2.000
10701210,2025-02-14,103558,2025-02-15,34314,200,412787,1.000,KI,21047083,30588,2012,1.000,32020740,3001,2025-02-14,131645,1.000
10701211,2025-02-14,132940,2025-02-17,33879,10,411052,2.000,KI,21047087,30588,2012,2.000,32020743,3001,2025-02-14,191245,2.000
10701212,2025-02-14,140510,2025-02-17,33484,10,400135,10.000,KG,21047088,1001,2010,10.000,32026390,3002,2025-02-14,150445,10.000
10701212,2025-02-14,140510,2025-02-17,33484,20,400286,1.000,ST,21047088,1001,2010,1.000,32026390,3002,2025-02-14,150814,1.000
10701212,2025-02-14,140510,2025-02-17,33484,30,405192,2.000,KI,21047088,1001,2010,2.000,32026390,3002,2025-02-14,150500,2.000
10701212,2025-02-14,140510,2025-02-17,33484,40,412217,2.000,KI,21047088,1001,2010,2.000,32026390,3002,2025-02-14,151128,2.000
10701212,2025-02-14,140510,2025-02-17,33484,50,400166,5.000,KG,21047088,1001,2010,5.500,32026390,3002,2025-02-14,151004,5.500
10701212,2025-02-14,140510,2025-02-17,33484,60,400077,2.000,KG,21047088,1001,2010,2.020,32026390,3002,2025-02-14,150725,2.020
10701212,2025-02-14,140510,2025-02-17,33484,70,404058,6.000,KI,21047088,1001,2010,6.000,32026390,3002,2025-02-14,145803,6.000
10701212,2025-02-14,140510,2025-02-17,33484,80,400234,5.000,KG,21047088,1001,2010,5.160,32026390,3002,2025-02-14,150107,5.160
10701212,2025-02-14,140510,2025-02-17,33484,90,408418,3.000,ST,21047088,1001,2010,3.000,32026390,3002,2025-02-14,151147,3.000
10701212,2025-02-14,140510,2025-02-17,33484,100,400934,10.000,KG,21047088,1001,2010,10.000,32026390,3002,2025-02-14,150021,10.000
10701212,2025-02-14,140510,2025-02-17,33484,110,417038,1.000,KLE,21047088,1001,2010,1.000,32026390,3002,2025-02-14,150603,1.000
10701212,2025-02-14,140510,2025-02-17,33484,140,400516,1.000,BAG,21047088,1001,2010,1.000,32026389,3002,2025-02-14,151510,1.000
10701212,2025-02-14,140510,2025-02-17,33484,150,404179,10.000,ST,21047088,1001,2010,10.000,32026390,3002,2025-02-14,150831,10.000
10701213,2025-02-14,143132,2025-02-15,31367,10,407419,5.000,RAS,21047089,1001,2010,5.000,32026392,3002,2025-02-14,150023,5.000
10701214,2025-02-14,143253,2025-02-15,31366,10,406639,4.000,ST,21047090,1001,2010,4.000,32026391,3002,2025-02-14,150215,4.000
10701215,2025-02-14,143448,2025-02-17,33664,10,400321,5.000,KG,21047091,30588,2012,5.140,32020745,3001,2025-02-17,000023,5.140
10701216,2025-02-17,070800,2025-02-17,31579,10,402964,2.000,ST,21047099,30588,2012,2.000,32020746,3001,2025-02-17,081644,2.000
10701217,2025-02-17,073546,2025-02-20,35341,10,416846,5.000,ST,21047156,30588,2012,5.000,32020757,3001,2025-02-19,181811,5.000
10701218,2025-02-17,075434,2025-02-17,34646,10,416828,6.000,ST,21047100,30588,2012,6.000,32020747,3001,2025-02-17,085445,6.000
10701219,2025-02-17,080504,2025-02-17,32733,10,404279,25.000,ST,21047101,1001,2010,25.000,32026393,3002,2025-02-17,085322,25.000
10701220,2025-02-17,081218,2025-02-20,32974,10,411895,10.000,KG,21047152,1001,2005,9.965,32025290,3003,2025-02-19,092518,9.965
10701221,2025-02-17,085041,2025-02-17,31350,10,413522,24.000,ST,21047102,30588,2012,24.000,32020748,3001,2025-02-17,091654,24.000
10701222,2025-02-17,090950,2025-02-17,31431,10,403836,3.200,KG,21047103,30588,2003,3.806,32028398,3000,2025-02-17,100106,3.806
10701223,2025-02-17,093408,2025-02-17,34665,10,412918,6.000,ST,21047104,30588,2012,6.000,32020749,3001,2025-02-17,110228,6.000
10701224,2025-02-17,093517,2025-02-21,33400,10,404101,2.000,ST,21047164,30588,2007,2.000,32028412,3000,2025-02-20,125000,2.000
